Unnamed: 0,title,tags,heading,source,text,bias_rating
13085,"Biden, Sanders Cancel Rallies, Cite Coronavirus Concerns","['Joe Biden', 'Bernie Sanders', '2020 Election', 'Coronavirus', 'Public Health', 'Elections']","Sanders, Biden campaigns abruptly cancel election-night rallies, citing coronavirus concerns",Fox News (Online News),"Democratic presidential candidates Bernie Sanders and Joe Biden have both canceled their planned election-night rallies Tuesday in Ohio amid coronavirus fears.
The Sanders campaign announced the cancellation of their rally first, which was slated to take place in Cleveland, Ohio.
“Out of concern for public health and safety, we are canceling tonight’s rally in Cleveland,” the Sanders campaign spokesman, Mike Casca, said in a statement Tuesday afternoon. “We are heeding the public warnings from Ohio state officials, who have communicated concern about holding large, indoor events during the coronavirus outbreak.”...",right
20930,Ocasio-Cortez Says Pelosi and Schumer Need to Go,"['Alexandria Ocasio-Cortez', 'US Congress', 'Democratic Party', 'US House', 'US Senate', 'AOC', 'Nancy Pelosi', 'Chuck Schumer', 'Progressives', 'Politics']","AOC Calls for New Dem Leadership, Faults Old Guard for Failing to Elevate ‘Next Generation’",National Review,"Representative Alexandria Ocasio-Cortez (D., N.Y.) called for new leadership to replace House Speaker Nancy Pelosi (D., Calif.) and Senate Minority Leader Chuck Schumer (D., N.Y.), in an interview with The Intercept aired on Wednesday.
The remarks represent Ocasio-Cortez’s most direct challenge to current Democratic congressional leadership, and come a month after Michigan representative Elissa Slotkin vowed not to support Pelosi for another term as House Speaker. Pelosi is the only candidate for the position, but with Democrats projected to win at most 226 House seats, Pelosi can only lose eight...",right
5018,White House Looks for ‘Legal Authority’ to Renew Eviction Ban After Congressional Extension Fails,"['Housing And Homelessness', 'Eviction Ban', 'Politics', 'White House', 'Joe Biden', 'US House', 'Nancy Pelosi', 'Democratic Party', 'US Congress', 'Supreme Court', 'CDC', 'Coronavirus']","With evictions looming, White House presses governments to distribute housing aid",Washington Examiner,"The White House is urging states and cities to speed up the deployment of federal aid to stave off evictions after a moratorium lapsed and Congress failed to extend it.
""State and local governments long ago received Emergency Rental Assistance— a $46.5 billion plan to protect millions of Americans facing deep rental debt and potential eviction during the pandemic,"" press secretary Jen Psaki said in a statement Monday. ""Too many states and cities have been too slow to act.""
States have distributed only a fraction of the aid meant to support both...",right
21309,Analysis of Trump’s Sweep,"['Presidential Elections', 'Elections']",OPINION: Four big takeaways from Trump's 'Acela Primary' triumph,Guest Writer - Right,"Whoever dubbed Tuesday, April 26 the “Acela Primary” (because the five states that held primaries on that day coincide with the route of Amtrak’s fastest carrier) needs a refresher in how trains and Republican presidential hopefuls run.",right
13390,Perspectives: Joe Biden's Resurgence,"['Elections', 'Democratic Party', '2020 Election', 'Voting', 'Public Opinion', 'Joe Biden']","Joe Biden: Not a Socialist, Just a Scoundrel",National Review,"Poor Bernie Sanders! The youth vote failed to show up for him. The youth vote always fails to show up — it will break your heart every time. Senator Sanders didn’t lose to Joe Biden — he lost to Tinder, weed, and The Resident. The kids were doing themselves a favor — young people have more of a future for Senator Sanders and his coterie of socialist dingbat malefactors to ruin.
Arising from the tumult, triumphant, was the dotty figure of Joe Biden. Biden and Sanders vying for the Democratic...",right
20014,Jeb Endorses Cruz,"['Presidential Elections', 'Elections']",Establishment Falls In Line: Jeb! Bush Endorses Ted Cruz,Breitbart News,"Former Florida Governor Jeb Bush is endorsing Sen. Ted Cruz (R-TX)97%
for president, adding to a trend of establishment figures slowly coalescing around the constitutional conservative.
“Today, I am endorsing Ted Cruz for President,” Bush once the establishment-anointed favorite to face Hillary Clinton in November, said.
Bush is the s",right
14438,Hillary’s “Deplorable” Comment,"['Presidential Elections', 'Elections']",Trump seizes on Clinton saying supporters belong in 'basket of deplorables',Fox News (Online News),"Donald Trump on Saturday seized on rival Hillary Clinton’s disparaging remarks overnight about half of his supporters being “deplorables” -- including people who are “racist” and “homophobic.”
“Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard-working people” tweeted Trump, after Clinton’s comments at a Friday night New York fundraiser. “I thin",right
4658,Eric Adams Leads in NYC Mayoral Primary,"['Elections', 'New York Mayoral Primary', 'Eric Adams', 'New York City']","Eric Adams Takes Comfortable Lead in NYC Mayoral Primary as Wiley, Garcia Fight for Second Place",National Review,"As of early Wednesday morning, New York City mayoral candidate Eric Adams leads the Democratic primary contest by a comfortable ten-point margin, but remains short of outright victory thanks to the delays in ballot-counting caused by the city’s adoption of ranked-choice voting.
With 84 percent of ballots counted, Adams has secured 31.7 percent of the vote; Maya Wiley, former counsel to mayor Bill de Blasio, follows with 22.3 percent; former New York City Sanitation Department commissioner Kathryn Garcia has 19.5 percent. Businessman and former presidential candidate Andrew Yang became the...",right
17217,New GOP Primary Polls,"['Presidential Elections', 'Elections']",New polls show Rubio trailing in Florida; Kasich in a dogfight to win Ohio,Fox News (Online News),"New polls show Sen. Marco Rubio trailing Donald Trump badly in his home state of Florida – even dropping to third place behind Ted Cruz in one – while Ohio Gov. John Kasich, too, is locked in a dogfight with the Republican primary front-runner in his home state ahead of crucial primaries Tuesday.",right
12982,"Senate GOP Blocks Vote on $2,000 Stimulus Checks","['US Senate', 'Stimulus Checks', 'Mitch McConnell', 'Politics']",Year-end session leaves bigger COVID-19 checks in Senate limbo,Washington Examiner,"Increased stimulus checks remain in limbo in the Senate, where lawmakers are gathering Wednesday to begin the process of overriding President Trump’s veto of a critical defense bill.
Senate Majority Leader Mitch McConnell on Tuesday blocked quick consideration of a House-passed bill to boost a new round of checks from $600 to $2,000 per individual.
Instead, he proposed a measure that would combine the House bill with provisions Trump has been seeking to repeal a Big Tech lawsuit liability shield and to create a commission to study the integrity of...",right
15508,"Biden Touts Economic Efforts, Warns of GOP-Controlled Congress","['Joe Biden', '2022 Elections', 'Midterm Elections', 'Democratic Party', 'Inflation', 'Economy And Jobs', 'Partisan Divide']","Biden says midterms not ‘referendum’ on him, claims deficit cut credit",New York Post (News),"President Biden insisted Friday that the Nov. 8 midterm elections aren’t a “referendum” on him while touting “a record decrease” in the federal deficit — despite the fact that it was elevated due to the COVID-19 pandemic and his own first-year stimulus spending and again is on the upswing due to his cancellation of student debt.
“The election is not a referendum. It’s a choice. It’s a choice,” Biden said at the White House. “And the Republicans criticize my economic record. But look at what I’ve inherited. And what I’ve...",right
14603,Georgia Announces Full Hand Recount of Presidential Votes,"['Elections', 'Election 2020', 'Georgia', 'Voting Rights And Voter Fraud']",Georgia Secretary of State Announces Full Hand Recount of Presidential Race,The Epoch Times,"Georgia Secretary of State Brad Raffensperger said Wednesday that the state will carry out a manual hand recount of ballots cast during the Nov. 3 election in the midst of allegations of voter fraud, mismanagement, and irregularities.
“This will help build confidence. It will be an audit, a recount, and a recanvas all at once,” Raffensperger, a Republican, stated at a press conference. “It will be a heavy lift.”",right
18793,Dueling Interviews on 60 Minutes,"['Presidential Elections', 'Elections']",Obama admits some ads go 'overboard'; Romney defends campaign in dueling interviews,Fox News (Online News),"In a set of dueling interviews aired Sunday night, President Obama conceded his ""biggest disappointment"" is that he hasn't significantly changed the tone in Washington since taking office -- and acknowledged sometimes his campaign ads go ""overboard"" and contain ""mistakes.""",right
14717,Filibuster Over Lynch Nomination,"['US Senate', 'Politics']",Senate Democrat Filibuster Sets Up Standoff Over Lynch,Breitbart News,"Senate Democrats successfully filibustered a bill to crack down on human trafficking Tuesday, setting up a standoff between Senate Majority Leader Mitch McConnell and Minority Leader Harry Reid over the president’s attorney general nominee.
The final vote was 56-42; 60 votes were needed to invoke cloture and end the Democratic filibuster. Four Democrats, Sens. Joe Manchin (WV), Joe Donnelly (IN), Heidi Heitkamp (ND) and Bob Casey (PA) voted to move forward.
McConnell has vowed to only allow a vote on Loretta Lynch, President Obama’s nominee, after the Senate finishes consideration...",right
11361,End of Shutdown Analysis,"['US Congress', 'Politics']","Centrists break Senate logjam, pave new path for ‘common sense’ bipartisanship",Washington Times,"Senators in the 25-member Common Sense Coalition on Monday said their work in developing a deal to help end the government shutdown shows the road to getting big-ticket items passed in the future needs to run through the middle of both parties, rather than the extremes.",right
13385,Trump-Backed Candidate Wins Maryland GOP Gubernatorial Primary,"['2022 Elections', 'Dan Cox', 'Maryland', '2022 Gubernatorial Races']","Trump, Democrats all big winners in Maryland’s Republican gubernatorial primary",Fox News (Online News),"He was not on the ballot, but former President Trump was one of the winners in Maryland’s Republican primary for governor.
So was the Democratic Governors Association, whose seven-figure investment in the GOP contest appeared to pay off.
The candidate Trump was backing in the Republican primary, state Delegate Dan Cox, captured the party’s nomination in the race to succeed term-limited GOP Gov. Larry Hogan in blue state Maryland.
Cox defeated Kelly Schulz, a former state lawmaker who had served as Maryland’s secretary of labor (2015-2019) and secretary of commerce (2019–2022) in the...",right
11293,Sanders and Clinton Spar in New York,"['Presidential Elections', 'Elections']","Sparks fly over wages, Wall Street and war at heated Clinton-Sanders debate",Fox News (Online News),Hillary Clinton and Bernie Sanders shelved the niceties and went right after each other’s perceived weak spots at a must-win Democratic primary debate Thursday night where the front-runner challenged her rival’s grasp of complex policy issues – and the insurgent senator hammered her as a Wall Street pal just now talking the talk of working Americans.,right
16551,Gov Christie Keynote,"['Presidential Elections', 'Elections']",Christie rallies GOP in convention keynote with tough-love 'truth-telling' message,Fox News (Online News),"Chris Christie brought the tough love, the swagger, the fight -- and even the Boss -- to Tampa Tuesday night.
The straight-talking New Jersey governor used his highly anticipated convention keynote to strike a match under the Republican Party faithful and effectively give them their marching orders going into November. Making the case in no uncertain terms for the Romney ticket, Christie charged conservatives with leading a “new era of truth-telling Ã¢â‚¬â€œ calling this the only way to revive a country “paralyzed by feckless leadership.",right
12679,"Klobuchar Suspends Presidential Campaign, Endorses Biden","['Amy Klobuchar', 'Elections', 'Decision 2020', 'Democratic Party', 'Joe Biden']",Amy Klobuchar ending presidential bid,Washington Examiner,"Minnesota Sen. Amy Klobuchar is the latest Democratic candidate to end her presidential bid.
Klobuchar told campaign staff Monday she is ending her campaign, after a series of disappointing finishes in the four early nominating contests, news outlets reported.
She kicked off her 2020 campaign in February at an outdoor rally along the Mississippi riverfront in Minneapolis during a snowstorm, using the weather-related circumstances to argue she is tough enough to take on President Trump.
Trump weighed in via Twitter, questioning how global warming can be real when Klobuchar launched...",right
2155,Israeli Prime Minister Benjamin Netanyahu Indicted On Corruption Charges,"['World', 'Elections', 'Benjamin Netanyahu', 'Israeli Elections', 'Corruption', 'Crime', 'International Affairs', 'Israel']","Benjamin Netanyahu is indicted for fraud, breach of trust and bribery by Israel's attorney general",Daily Mail,"Israel's attorney general has formally charged Prime Minister Benjamin Netanyahu in a series of corruption scandals.
Attorney General Avichai Mandelblit issued an indictment today charging Netanyahu with fraud, breach of trust and bribery. He was scheduled to address reporters later.
Netanyahu has denied any wrongdoing in the three corruption cases, saying he is a victim of a political witch-hunt.
Attorney General Avichai Mandelblit disclosed his decision at a news conference at 7.30pm local time, a Justice Ministry statement said.",right
14944,Paul Manafort Resigns,"['Presidential Elections', 'Elections']","Two Days After Major Trump Campaign Shakeup, Manafort Resigns",The Blaze,"Two days after shaking up his campaign staff, Republican nominee Donald Trump accepted former campaign manager Paul Manafort’s resignation.",right
18901,Analyzing the Democrat Debate,"['Presidential Elections', 'Elections']","Bernie Thrills Base, But Hillary Outclasses Rivals in Debate",Townhall,"And so it came to pass. Mrs. Clinton presented herself as the experienced, hyper-informed, trailblazing adult in the room throughout the evening, directing almost all of her verbal punches at Republicans. Only once did she directly attack one of her rivals: Bernie Sanders, (predictably) on gun control, perhaps the only issue on which she can credibly outflank him to the left. In spite of her hedging on in-state tuition for illegal immigrants and marijuana legalization, extremely weak answers on Libya and trade, and unresponsive dismissiveness on her burgeoning email scandal...",right
18646,Biden Team Considers Politically Diverse Cabinet Appointees,"['Joe Biden', 'US Senate', 'Biden Cabinet', 'Cabinet', 'Elizabeth Warren', 'Climate Change', 'Bernie Sanders', 'Susan Rice']",Biden eyes Republican and Democratic lawmakers for administration posts,New York Post (News),"President-elect Joe Biden is eyeing a bipartisan list of 30 members of Congress who are known for working across the aisle for key administration posts, The Post has learned.
The Biden transition team is looking at 20 lawmakers serving in the House of Representatives and 10 in the Senate who received the US Chamber of Commerce’s Jefferson-Hamilton 2020 award for bipartisanship.
Half the awardees are Republicans and half are Democrats.",right
9671,Biden Says Activists Confronting Sinema Was Inappropriate but 'Part of the Process',"['US Senate', 'Joe Biden', 'Kyrsten Sinema', 'Budget Reconciliation', 'Politics']",'Happens to everybody': Biden says Sinema ambush not 'appropriate' but 'part of the process',Washington Examiner,"President Joe Biden condemned activists cornering Arizona Sen. Kyrsten Sinema in a bathroom over the weekend and filming the encounter but dismissed the tactics as common and ""part of the process.""
“I don’t think they’re appropriate tactics, but it happens to everybody,” Biden said of the people who confronted Sinema on Sunday. “The only people it doesn’t happen to is people who have Secret Service standing around them. It’s part of the process.”",right
11688,"Unpacking Primary Election Results in Arizona, Michigan, Kansas, Washington and Missouri","['2022 Elections', 'Elections', 'Politics', 'Republican Party', 'Arizona', 'Michigan', 'Kansas', 'Washington', 'Missouri', 'Blake Masters', 'Eric Greitens', 'Abortion', 'Peter Meijer', 'Donald Trump', 'Impeachment', 'Federal State And Tribal Powers', '2022 Arizona Senate Election']",Trump's sway over GOP still strong as his endorsed candidates win key primaries Tuesday,Fox News (Online News),"It has been a year and a half since former President Trump left the White House, but the results from the latest round of primaries proves that his immense grip over the Republican Party remains firm.
While the biggest headline from Tuesday’s primaries in five states was the resounding victory in Kansas for abortion rights activists – in the first ballot box test of legalized abortion since the blockbuster June decision by the Supreme Court’s conservative majority to overturn the landmark Roe v. Wade ruling – candidates backed by Trump came out on top...",right
18116,"Cruz Wins Delegates in Arizona, Virginia","['Presidential Elections', 'Elections']","Ted Cruz wins lion’s share of delegates at state conventions in Arizona, Virginia",Washington Times,"Republican presidential hopeful Sen. Ted Cruz succeeded Saturday in picking up more delegates at state GOP conventions in Arizona and Virginia, advancing his plan to win the nomination at a contested national convention.
Mr. Cruz suffered painful loses to front-runner Donald Trump in both states but positioned party activists at the state conventions to elect the majority of his supporters as delegates.",right
20204,Trump Releases Response to Jan. 6 Hearings,"['Donald Trump', 'January 6 Committee', '2020 Election', 'Voting Rights And Voter Fraud', 'Capitol Chaos', 'Politics', 'Justice']",Trump releases 12-page rebuttal to Jan. 6 hearing: ‘Our country is in a nosedive’,Fox News (Online News),"Former President Donald Trump released a 12-page rebuttal Monday in response to evidence presented at the January 6 hearings, likening it to a ""Kangaroo Court"" to distract the American people before the November midterm elections. 
""Our nation is SUFFERING. Our economy is in the gutter. Inflation is rampant. Gas prices have reached an all-time high. Ships are unable to unload cargo. Families cannot get needed baby formula. We are an embarrassment around the world,"" Trump said in the rebuttal, released through his Save America PAC. 
Trump accused Democrats of being fixated on the...",right
3608,Supreme Court Temporarily Blocks Release of Mueller Documents,"['Donald Trump', 'Russia', 'Mueller Probe', 'Mueller Report', 'Justice', 'US Senate', 'Democracy', 'Supreme Court']",Supreme Court blocks House Dems' efforts to get Mueller grand-jury info released,Fox News (Online News),"The Supreme Court temporarily denied a motion Wednesday from House Democrats to obtain grand-jury testimony and other documents from former Special Counsel Robert Mueller's Russia investigation as they conduct what they've referred to as an ""ongoing presidential impeachment investigation"" into President Trump.
The court's order kept undisclosed details from the probe into Russian interference in the 2016 presidential election out of the Democrats' hands until at least early summer. Democrats have until June 1 to brief the court about whether the full case should be heard.
The Democrats had told...",right
6209,Senate Approves $3.5 Trillion Budget Framework,"['Federal Budget', 'US Senate', 'Senate Democrats', 'Budget Reconciliation', 'Economy And Jobs']","Senate Passes $3.5 Trillion Partisan Budget Plan, Clearing Way for Sweeping Government Expansion",National Review,"The Senate approved the framework of a $3.5 trillion budget plan in a key procedural vote on Wednesday morning, allowing the body to move towards a final vote on the issue.
Senators voted to advance the framework 50-49 along party lines, with Senator Mike Rounds (R., S.D.) absent. The vote came just before 4 a.m. following a “vote-a-rama,” during which senators introduced amendments for largely symbolic votes designed to test the level of Senate support for various issues.
The plan provides for universal pre-kindergarten, free two-year community college, tax incentives for clean-energy...",right
398,"USA Today Accused of Biased Fact Check on Trump Campaign Shirts, Nazi Symbolism","['Facts And Fact Checking', 'History', 'Donald Trump', 'Campaign Rhetoric', 'World', 'Nazism', 'Media Bias']","FAIL: USA Today Fact Check Claims Trump Campaign Using ‘Nazi’ Symbolism, Faceplants Spectacularly",The Daily Wire,"In a “fact check” published on Saturday, USA Today claimed to “confirm” rumors that President Donald Trump’s re-election campaign was selling merchandise emblazoned with a “Nazi symbol,” the “Imperial Eagle.” By Sunday night, however, after being fully embarrassed on social media, the paper walked back their claims.
The “fact check” came in response to claims made by two Twitter accounts, Bend the Curve, a left-leaning anti-Semitism watchdog account, and The Lincoln Project, a Republican anti-Trump political action group. The two organizations both noted that Trump’s campaign was selling shirts featuring...",right
6359,Trump’s Election Investigation,"['Presidential Elections', 'Elections']",Dem state officials refusing to cooperate with Trump voter fraud probe,Fox News (Online News),"Democratic state officials already are refusing to cooperate with the voter fraud investigation ordered by President Trump, saying they will not hand over the extensive “voter roll data” the commission is seeking.",right
9819,Border Talks Stall Ahead Of Deadline,"['Border Talks', 'US Congress', 'Politics']",Democrats' cut to immigrant detention centers derails talks to avoid shutdown,Washington Times,Negotiators working on a deal to avoid another government shutdown hit an impasse over the weekend after Democrats insisted on cutting the number of beds available at detention centers.,right
1783,"Vote-Counting Issues in Arizona Frustrate Voters, Fuel Fraud Theories","['2022 Elections', 'Elections', '2022 Arizona Senate Election', 'Voting Rights And Voter Fraud', 'Kari Lake', 'Katie Hobbs']",Maricopa County election officials try to reassure voters amid reports that 'nothing is working',The Post Millennial,"As Arizonans continue to run into issues in Maricopa County while trying to vote, Maricopa County officials gave an update, saying they’re trying to fix ongoing issues with their tabulators ""as quickly as possible.""
The update from officials comes as more reports of malfunctioning voting machines emerge in the Arizona county. One poll worker was seen telling a voter that ""nothing is working for the last half hour,"" and reiterated the statements made by county officials.
Bill Gates, Chairman of the County Board of Supervisors, and County Recorder Stephen Richer provided an update...",right
7537,Barr Testifies Before Congress Amid Reports Of Tensions With Mueller,"['Mueller Report', 'William Barr', 'US Senate', 'Politics']","Barr hearing: AG reveals tensions with Mueller team over Russia report conclusion, no-obstruction punt",Fox News (Online News),"Attorney General William Barr, in highly anticipated Senate testimony Wednesday, revealed tensions between the Justice Department and Robert Mueller’s team over the special counsel’s final report on the Russia investigation, pointedly saying he was surprised Mueller didn’t come to a conclusion over whether President Trump obstructed justice.
“We did not understand exactly why the special counsel was not reaching a decision,” Barr told the Senate Judiciary Committee. Barr later released his own letter saying he determined, from Mueller’s investigation, that obstruction charges against Trump were not warranted -- a decision...",right
399,"USA Today Accused of Biased Fact Check on Trump Campaign Shirts, Nazi Symbolism","['Facts And Fact Checking', 'History', 'Donald Trump', 'Campaign Rhetoric', 'World', 'Nazism', 'Media Bias']",USA Today dragged for 'fact check' claiming Trump campaign sold shirts with Nazi symbol: 'This is moronic',Fox News (Online News),"USA Today was dragged over the weekend after publishing a “fact check” claiming the Trump campaign sold shirts featuring a Nazi symbol of an eagle, and later clarified that “the eagle is a longtime US symbol, too.”
The paper published a “fact check” claiming “Trump's campaign website recently unveiled a T-shirt that has come under fire because of design similarities between its logo and a Nazi symbol” and coming to the conclusion that the claims are “true.”
“The claims that a Trump campaign T-shirt has come under criticism for using...",right
957,Whistleblower Says Facebook Puts 'Profits Before People' at Senate Hearing,"['People And Profit', 'Facebook', 'Technology', 'US Senate', 'Social Media', 'Whistleblower', 'General News']",Facebook whistleblower Frances Haugen blasts tech giant on Capitol Hill,New York Post (News),"Facebook is a national security risk and unsafe for children — and lawmakers had better do something about it, fast.
That was the urgent plea from whistleblower Frances Haugen, who blasted her ex-employer during Senate testimony on Tuesday, accusing chief executive Mark Zuckerberg of having unchecked power and calling for government regulators to step in. 
“There are no similarly powerful companies that are as unilaterally controlled [as Facebook],”  said Haugen, a former Facebook employee who leaked thousands of internal documents to lawmakers and the Wall Street Journal. “The buck stops with Mark. There...",right
10003,Clinton or Sanders?,"['Presidential Elections', 'Elections']",DNC chair: GOP’s infighting far eclipses Sanders-Clinton feud,Washington Times,"Infighting on the Democratic side of the 2016 presidential race is mild compared to the GOP side, a top party official said Sunday, even as Sen. Bernard Sanders’ attacks on front-runner Hillary Clinton dent her favorability ratings.",right
5309,Democrats in Congress Call for Trump Removal Under 25th Amendment,"['US Congress', '25th Amendment', 'Chuck Schumer', 'Adam Kinzinger', 'Democratic Party', 'Donald Trump', 'Republican Party', 'Ilhan Omar', 'Mitch McConnell', 'Politics']",Schumer joins call for immediate removal and impeachment of Trump following Capitol siege,Washington Examiner,"Sen. Chuck Schumer, who will become the majority leader within a few weeks, called on Vice President Mike Pence to invoke the 25th Amendment and remove President Trump from office. He said Congress should also impeach the president.
Schumer, a New York Democrat, joined a growing list of Democrats who say Trump should not be in office a minute longer following a violent and deadly siege of the Capitol on Wednesday that they blame on him.
“What happened at the U.S. Capitol yesterday was an insurrection against the United States,...",right
15495,"Senate Committees Release Interim Report on Hunter Biden, Burisma Probe","['US Senate', 'Senate Finance Committee', 'Hunter Biden', 'Burisma Holdings', 'National Security', 'Defense And Security']",Senate Republicans release report on Hunter Biden's 'problematic' business ties,Washington Times,"Two Senate Republicans released a report on Wednesday detailing Joseph R. Biden’s alleged conflicts of interest tied to his son Hunter Biden’s business dealings in countries where the former vice president was wielding considerable influence at the time.
Sens. Ron Johnson of Wisconsin and Charles E. Grassley of Iowa released the anticipated report with less than a week to go until the first presidential debate between President Trump and Mr. Biden, the Democratic presidential nominee.
“What the Chairmen discovered during the course of this investigation is that the Obama administration...",right
17163,Romney Releases Tax Details,"['Presidential Elections', 'Elections']","Democrats, Media Get Punk'd: Romney Releases Tax Returns",Townhall,"In short, and as Kevin noted, Romney forked over nearly $2 million to Uncle Sam last year and donated more than $4 million to charity.",right
9412,Wisconsin Primary Battle Looms,"['Presidential Elections', 'Elections']",Sanders campaign accuses Clinton of ducking debates as Wisconsin battle looms,Fox News (Online News),Bernie Sanders’ campaign accused Democratic presidential front-runner Hillary Clinton of “playing silly political games” with debate dates as both candidates readied their final appeals to Wisconsin voters ahead of Tuesday’s critical primary.,right
